customer_id,age_group,city,occupation,income_level,register_date,aum,risk_appetite,vip_level,has_app
C000219,65+,徐州,公务员,10-30万,2022-09-01,114192.13,R1,金卡,1
C000220,35-44,上海,其他,30-50万,2021-07-18,445925.86,R1,银卡,1
C000221,25-34,无锡,个体经营,10-30万,2023-10-22,62128.87,R5,普通,0
C000222,35-44,南京,其他,30-50万,2022-02-06,277077.2,R2,普通,1
C000223,45-54,常州,个体经营,10-30万,2022-03-30,170932.99,R3,钻石,1
C000224,65+,南京,个体经营,50万以上,2022-08-16,2285264.07,R2,普通,0
C000225,25-34,南京,企业职员,10万以下,2022-04-10,31437.35,R1,普通,1
C000226,65+,苏州,个体经营,10万以下,2024-02-01,62845.56,R3,普通,0
C000227,18-24,南京,退休,10-30万,2021-09-07,154702.12,R3,金卡,1
C000228,35-44,无锡,其他,10万以下,2023-03-16,26699.2,R5,普通,1
C000229,45-54,上海,个体经营,50万以上,2023-01-13,815127.07,R1,钻石,1
C000230,25-34,南京,其他,10-30万,2020-01-07,246375.89,R1,普通,1
C000231,25-34,常州,企业职员,10万以下,2019-01-24,44095.43,R3,普通,0
C000232,35-44,常州,企业职员,10万以下,2023-05-20,73725.82,R2,普通,1
C000233,65+,南京,企业职员,50万以上,2021-01-13,4432167.92,R1,普通,1
C000234,45-54,上海,企业职员,10-30万,2018-12-27,63055.9,R2,钻石,1
C000235,65+,南京,企业职员,30-50万,2020-10-02,210460.43,R1,普通,1
C000236,55-64,北京,企业职员,10万以下,2023-12-11,7167.79,R4,金卡,1
C000237,35-44,徐州,退休,50万以上,2019-10-01,2374165.9,R4,银卡,1
C000238,55-64,苏州,个体经营,10-30万,2024-02-09,166622.89,R3,普通,1
C000239,18-24,北京,退休,10-30万,2020-09-12,126012.52,R2,普通,1
C000240,25-34,无锡,退休,10-30万,2021-07-08,65002.46,R3,金卡,1
C000241,55-64,苏州,退休,10万以下,2021-03-28,28693.78,R3,银卡,1
C000242,55-64,无锡,企业职员,50万以上,2023-01-28,1645127.45,R4,普通,1
C000243,25-34,徐州,企业职员,50万以上,2019-01-29,2218492.57,R3,金卡,1
C000244,35-44,上海,退休,10-30万,2023-10-18,137549.69,R5,普通,1
C000245,45-54,徐州,其他,50万以上,2018-10-08,2090421.57,R2,钻石,1
C000246,55-64,北京,公务员,10万以下,2024-01-21,28194.64,R3,银卡,0
C000247,45-54,深圳,专业技术,10万以下,2022-08-03,54159.77,R4,普通,1
C000248,35-44,南京,企业职员,10万以下,2021-03-28,41143.35,R4,普通,1
C000249,35-44,北京,公务员,10-30万,2021-04-22,66289.08,R5,金卡,1
C000250,35-44,南京,专业技术,10万以下,2022-11-08,60087.84,R2,钻石,1
C000251,45-54,深圳,专业技术,10-30万,2022-09-06,221467.87,R3,普通,1
C000252,55-64,苏州,专业技术,10万以下,2021-01-25,37861.5,R2,普通,1
C000253,35-44,苏州,个体经营,30-50万,2024-04-14,460274.66,R3,普通,1
C000254,25-34,无锡,公务员,30-50万,2023-07-10,916690.89,R1,普通,1
C000255,25-34,南京,退休,10-30万,2022-01-12,53028.81,R2,普通,0
C000256,45-54,杭州,公务员,10万以下,2024-04-08,55802.0,R4,普通,1
C000257,55-64,南京,退休,30-50万,2023-11-23,315248.49,R4,普通,0
C000258,25-34,无锡,个体经营,10万以下,2024-04-02,51872.36,R3,普通,1
C000259,18-24,北京,专业技术,30-50万,2019-06-29,424814.44,R1,金卡,0
C000260,45-54,徐州,其他,10-30万,2023-09-27,64458.96,R2,普通,1
C000261,25-34,南通,个体经营,10-30万,2023-04-22,93618.86,R1,银卡,1
C000262,55-64,深圳,其他,10万以下,2019-08-15,50001.95,R1,普通,1
C000263,25-34,南京,企业职员,30-50万,2021-10-23,360092.38,R4,银卡,0
C000264,25-34,苏州,专业技术,50万以上,2021-09-18,1099353.63,R3,金卡,1
C000265,65+,南京,专业技术,10-30万,2020-06-17,87654.74,R1,普通,1
C000266,25-34,南京,其他,50万以上,2020-08-28,2068014.19,R3,银卡,1
C000267,25-34,南京,公务员,50万以上,2021-12-04,3599455.64,R1,普通,1
C000268,25-34,徐州,专业技术,10万以下,2019-02-23,10285.71,R2,普通,1
C000269,25-34,苏州,专业技术,30-50万,2023-01-16,1622635.2,R2,普通,1
C000270,18-24,徐州,企业职员,10-30万,2023-02-19,132869.16,R1,普通,0
C000271,18-24,上海,其他,10-30万,2021-04-25,160389.27,R3,普通,1
C000272,25-34,无锡,个体经营,10万以下,2019-03-03,24120.61,R3,银卡,1
C000273,18-24,常州,个体经营,50万以上,2019-01-05,1497365.97,R3,普通,0
C000274,45-54,南京,其他,30-50万,2019-12-04,440416.58,R4,金卡,1
C000275,45-54,上海,企业职员,10万以下,2024-05-24,17754.68,R4,普通,0
C000276,35-44,无锡,专业技术,10-30万,2020-01-10,80210.23,R4,普通,1
C000277,25-34,杭州,企业职员,10-30万,2023-06-06,216973.56,R5,普通,1
C000278,35-44,常州,其他,30-50万,2019-03-04,184065.4,R4,银卡,1
C000279,55-64,上海,退休,50万以上,2023-09-25,1870086.45,R4,金卡,1
C000280,55-64,苏州,专业技术,10-30万,2023-08-29,99706.74,R2,银卡,1
C000281,18-24,无锡,个体经营,10-30万,2021-04-24,74227.76,R1,普通,1
C000282,25-34,无锡,其他,10-30万,2021-02-27,321647.96,R3,钻石,1
C000283,25-34,徐州,公务员,10-30万,2022-05-16,74458.39,R4,普通,0
C000284,25-34,常州,退休,10-30万,2021-07-03,68199.74,R4,钻石,0
C000285,35-44,杭州,个体经营,10万以下,2020-02-10,27322.51,R3,普通,1
C000286,35-44,南京,退休,10万以下,2020-06-01,20428.24,R4,普通,1
C000287,18-24,北京,退休,10-30万,2020-02-16,120383.45,R3,普通,0
C000288,35-44,北京,其他,50万以上,2022-12-25,1621196.99,R3,普通,0
C000289,35-44,苏州,专业技术,10-30万,2021-01-17,134938.72,R1,普通,0
C000290,25-34,南京,公务员,10万以下,2023-08-25,28198.03,R2,普通,1
C000291,55-64,南通,其他,30-50万,2022-12-15,281570.74,R1,普通,1
C000292,18-24,南京,专业技术,50万以上,2018-07-21,2069209.46,R1,普通,0
C000293,65+,苏州,退休,10-30万,2024-02-27,113482.13,R3,银卡,1
C000294,25-34,常州,公务员,10万以下,2021-08-11,23415.28,R1,钻石,1
C000295,55-64,徐州,专业技术,10-30万,2021-06-12,251511.47,R4,钻石,1
C000296,55-64,南京,其他,10-30万,2023-01-07,112937.63,R2,普通,1
C000297,65+,北京,个体经营,10-30万,2024-02-11,207158.67,R3,普通,0
C000298,55-64,南京,专业技术,10万以下,2023-08-22,55402.05,R1,银卡,1
C000299,45-54,南京,公务员,10万以下,2020-01-06,57113.12,R4,金卡,1
C000300,45-54,南京,公务员,10-30万,2020-11-03,169536.91,R2,银卡,1
C000301,45-54,北京,退休,30-50万,2021-01-21,399873.32,R3,银卡,1
C000302,25-34,北京,个体经营,10-30万,2023-07-11,116218.37,R3,普通,1
C000303,35-44,南京,公务员,10万以下,2021-02-19,26552.86,R3,金卡,0
C000304,35-44,上海,公务员,10-30万,2023-04-25,40611.2,R3,银卡,1
C000305,55-64,南京,企业职员,30-50万,2022-07-15,572989.82,R3,普通,1
C000306,35-44,南京,个体经营,10万以下,2018-09-06,33900.51,R4,普通,1
C000307,35-44,南京,公务员,10-30万,2021-09-20,181318.27,R2,普通,1
C000308,45-54,杭州,企业职员,10-30万,2024-03-28,113181.3,R4,普通,1
C000309,25-34,无锡,个体经营,10-30万,2020-11-01,167319.36,R2,银卡,0
C000310,25-34,南通,其他,50万以上,2023-04-16,753302.49,R2,银卡,0
C000311,35-44,南京,其他,30-50万,2024-05-20,222924.19,R2,钻石,1
C000312,35-44,北京,专业技术,10-30万,2020-05-16,34791.95,R2,钻石,1
C000313,25-34,深圳,专业技术,10万以下,2020-08-07,28050.96,R2,普通,0
C000314,35-44,苏州,其他,10-30万,2023-02-09,81551.03,R4,普通,1
C000315,35-44,徐州,退休,10万以下,2019-12-14,19096.53,R3,普通,1
C000316,35-44,上海,公务员,10-30万,2023-04-27,141856.78,R5,钻石,1
C000317,35-44,深圳,专业技术,50万以上,2021-05-23,1212532.94,R1,普通,1
C000318,45-54,常州,个体经营,30-50万,2021-01-23,195374.66,R3,普通,1
C000319,25-34,苏州,企业职员,10-30万,2023-09-27,428321.95,R1,银卡,1
C000320,65+,无锡,其他,10-30万,2020-03-22,117799.78,R2,普通,1
C000321,55-64,徐州,专业技术,10万以下,2021-05-19,17454.82,R2,银卡,1
C000322,35-44,常州,退休,10-30万,2021-10-27,85847.63,R3,金卡,1
C000323,35-44,南京,退休,10万以下,2019-12-22,27512.1,R3,银卡,0
C000324,35-44,杭州,企业职员,50万以上,2019-09-17,1374159.3,R2,普通,1
C000325,55-64,杭州,公务员,30-50万,2021-06-11,767045.93,R1,普通,1
C000326,45-54,常州,其他,10万以下,2019-07-04,28831.9,R2,普通,1
C000327,55-64,常州,公务员,10-30万,2024-02-06,303413.28,R2,普通,1
C000328,35-44,常州,公务员,10-30万,2020-08-30,96667.79,R3,普通,1
C000329,45-54,常州,专业技术,30-50万,2022-09-27,495061.78,R3,普通,1
C000330,25-34,南京,公务员,10-30万,2020-12-07,200032.9,R4,普通,0
C000331,45-54,无锡,退休,10万以下,2020-08-26,54531.23,R5,普通,1
C000332,25-34,无锡,退休,10-30万,2019-07-02,231233.46,R2,普通,1
C000333,45-54,深圳,退休,10万以下,2021-01-20,26185.13,R4,普通,1
C000334,55-64,南京,退休,10-30万,2024-04-28,119671.1,R3,普通,1
C000335,25-34,苏州,企业职员,10万以下,2018-07-11,8684.03,R1,银卡,1
C000336,45-54,常州,专业技术,10-30万,2021-05-04,108797.32,R4,普通,0
C000337,25-34,杭州,公务员,30-50万,2023-09-05,690276.08,R3,普通,1
C000338,45-54,常州,企业职员,10万以下,2023-08-22,46975.0,R3,银卡,1
C000339,25-34,苏州,其他,10-30万,2024-03-23,114921.37,R3,银卡,1
