product_id,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030
P011,-0.09887626938768942,0.020587082427718156,-0.07235667272631782,0.01261475200916546,0.0014057244133054963,-0.017801806979729454,0.07702316025574636,0.009805416543405434,-0.012145091431239336,-0.02531151289337685,1.0,-0.05190111559443528,0.008620050840408582,-0.11566548649014832,0.0009436049822522391,0.0752449828394517,0.03739268123047933,0.04083651234487894,-0.04513180706894718,-0.06494605574081792,0.01836814376541075,0.031479548677295174,-0.034803381934031846,0.02892297285461414,-0.10438706941383197,0.0772159561890554,-0.03485960037625023,-0.04278812011797123,0.002756218150802402,0.06921892424547915
P012,0.07789275143363254,0.025799112597431614,0.0930750342703426,0.005068273813554801,-0.060042771673139754,0.01242543070720017,-0.0078948679163975,-0.01512088955753805,0.021799787130390273,0.02709304917575269,-0.05190111559443528,1.0,-0.015707952318313605,0.056654468365665865,0.035302106170795475,0.03044720620492452,-0.005948991716916185,-0.009371209024025155,-0.001971783240845734,-0.044754900620691034,-0.11630215938245464,0.035282257864282685,0.028777217405712027,0.030199556814965677,-0.01255676706140045,-0.0029794570621061085,0.02623342669865923,-0.027629897699214357,-0.027389851865691345,-0.02161632570816843
P013,0.023232549783587467,0.08852923271865,-0.009164966823373508,-0.008823828800346881,-0.14192939628951576,-0.09100325235699293,0.03781502649267352,0.08317399447433617,-0.034290498644037555,-0.02717333562641475,0.008620050840408582,-0.015707952318313605,1.0,0.029559898059216456,-0.09369985756847461,-0.05802918539212697,0.011341933276406263,-0.04052011338227158,-0.04628651963607434,0.10865883993702219,-0.0447651410879828,-0.04303775000275763,-0.02968467274657373,-0.07312085792736714,0.014921083264564145,0.01871263055393292,-0.002294800975652625,-0.0634238165758485,-0.05767936548930515,-0.04882817097334202
P014,0.027373597794278313,0.013888798062458074,0.013391010852964316,0.037696479669362765,-0.051295316035804346,0.033873914646189274,-0.1377725814729151,-0.056557066172978725,-0.07892692965641697,-0.09806371029347134,-0.11566548649014832,0.056654468365665865,0.029559898059216456,1.0,0.06078534551555535,-0.08398109786429103,-0.009696368228958875,-0.02501085416254675,-0.008708985882205445,0.097964352759509,-0.005012469962464688,0.12203182790322728,0.02774082117553613,0.13500282491686527,0.08607277303695006,-0.04801289715915876,-0.0005827240766257992,0.045299081463411446,-0.029849658334296023,-0.07818525490965969
P015,0.04583207174136117,0.03721859185411468,0.0763623122729923,-0.10294430373242948,0.0918941949444456,0.06470831457755934,-0.12760608007448526,-0.04229746810853357,-0.07849894820405458,-0.12110517257593736,0.0009436049822522391,0.035302106170795475,-0.09369985756847461,0.06078534551555535,1.0,0.04316360630634231,0.05988688440188234,-0.04571708569755959,0.02890378425320158,0.019943588623402578,-0.0029813569941083366,0.06519147235717168,0.033576301607941804,0.17680248933121673,0.04821327406654622,-0.032970207824169824,0.015521741401816062,0.08098957988414685,0.04468095322640362,-0.061993883085934565
P016,0.029695656423929104,-0.011826922421514037,0.028112088607950402,-0.035000549562899635,-0.026156431374424072,0.062104109890900185,0.08507433765786308,0.021728930127466173,0.05375422849249887,0.059339825009122396,0.0752449828394517,0.03044720620492452,-0.05802918539212697,-0.08398109786429103,0.04316360630634231,1.0,-0.03020136167429293,-0.07839412001711035,-0.10065229454965506,-0.1366631076042919,-0.029208062510942975,-0.024368508114832956,-0.07497062041320302,0.030999160518565935,-0.017643153739921272,0.06375329778460198,-0.003910167847345703,-0.04140611104080992,0.08099143921242681,-0.002914933419457981
P017,-0.03664246126562239,0.06683370319351974,-0.04246562410305403,0.05789071806236006,0.03513814422671862,-0.07916072395897432,0.04546582338287376,0.026815274188625008,-0.08547431313216754,-0.04708762132461193,0.03739268123047933,-0.005948991716916185,0.011341933276406263,-0.009696368228958875,0.05988688440188234,-0.03020136167429293,1.0,0.0015046058438582474,0.0015047468818891131,-0.043441565673892686,-0.030885779147412376,0.0013017229554189553,-0.010156844751328055,0.07424136887022884,0.04252366236818641,0.07786456116594827,-0.10651592593392617,0.01131383797323794,0.00011898754217451362,-0.027628748652874475
P018,0.030981009740024837,-0.04978850406519735,-0.1250894442610792,-0.024381501119970835,0.0015804658458161726,-0.048847591387448576,0.06547735705501107,-0.07659310104034003,-0.046236284851857434,0.026140241771419003,0.04083651234487894,-0.009371209024025155,-0.04052011338227158,-0.02501085416254675,-0.04571708569755959,-0.07839412001711035,0.0015046058438582474,1.0,0.03184436698070741,0.01820977207613489,0.09199343819260948,0.0762288818694366,0.07962174911960643,-0.012804327483928624,-0.10087902667858997,0.03425474907273911,0.02731593589840531,0.017144435044480037,-0.05899524589611092,0.09988292545663496
P019,0.015297839309396832,0.026803287486854233,-0.022988092796072324,-0.02167345699904444,0.12366437050204113,-0.047855218618927046,-0.031218006880009173,0.08821586033368109,-0.011655859569930087,0.04088752912438382,-0.04513180706894718,-0.001971783240845734,-0.04628651963607434,-0.008708985882205445,0.02890378425320158,-0.10065229454965506,0.0015047468818891131,0.03184436698070741,1.0,0.006881577619599263,-0.06305623911531875,0.01978984002098556,0.11333859227169553,-0.04551384513794884,0.06753789493564774,-0.0770215041917166,-0.09030446897135613,0.0991193440129856,-0.058235828922764785,-0.0324608202379633
P020,0.1254834856709176,0.08465322394158789,-0.020267878085816496,-0.08289972551367514,-0.09205185954840489,-0.02026010514649189,-0.06534555279310271,0.02591317885225319,-0.037307098894375924,-0.006240362058529966,-0.06494605574081792,-0.044754900620691034,0.10865883993702219,0.097964352759509,0.019943588623402578,-0.1366631076042919,-0.043441565673892686,0.01820977207613489,0.006881577619599263,1.0,0.046902500908308324,0.03983884129222697,-0.05638518223825007,0.031200641753300104,0.0811362655516831,-0.07327712971472883,0.02736205105550776,0.017388080647246163,-0.01387003371206253,0.024440862890365834
P021,-0.012462656270489727,-0.00036301474405144756,0.021656573086480953,0.004582880179587044,-0.004531724046144008,0.023243489838883084,-0.058635025927721636,-0.0777340733415553,-0.030289883788990467,0.017316393418724103,0.01836814376541075,-0.11630215938245464,-0.0447651410879828,-0.005012469962464688,-0.0029813569941083366,-0.029208062510942975,-0.030885779147412376,0.09199343819260948,-0.06305623911531875,0.046902500908308324,1.0,0.03455884592990808,0.02041381101593915,0.034761367369203204,0.0040599863781559395,0.014082051619296466,0.05911248222799329,-0.03982561239898834,0.01721322238560141,0.024194730428721684
P022,0.0307415238990884,-0.028764026754779286,0.0118273322254676,-0.028486312174766545,-0.049630327894422906,0.013247423593083254,-0.07091881954355805,-0.04268253705108823,0.038375748730243964,-0.08313237807871625,0.031479548677295174,0.035282257864282685,-0.04303775000275763,0.12203182790322728,0.06519147235717168,-0.024368508114832956,0.0013017229554189553,0.0762288818694366,0.01978984002098556,0.03983884129222697,0.03455884592990808,1.0,0.018072582709846716,0.15452424301283066,0.00493301696789639,-0.05119325028055844,0.08339194452499579,0.05314795697450051,-0.05870639043504267,-0.01616535342574518
P023,-0.012646618891802342,-0.08477800010090036,0.012770896998250769,-0.03013402532086421,0.023040132291477933,-0.008843072271054915,-0.023668890432851402,-0.04067180796785058,-0.03347880699326024,0.02358175171787754,-0.034803381934031846,0.028777217405712027,-0.02968467274657373,0.02774082117553613,0.033576301607941804,-0.07497062041320302,-0.010156844751328055,0.07962174911960643,0.11333859227169553,-0.05638518223825007,0.02041381101593915,0.018072582709846716,1.0,0.007510381217192297,-0.055149114351851845,0.043032103928515864,0.015191992813849343,0.10306827705423828,0.042599740574803355,-0.03463918950218657
P024,0.015728321790689812,0.04972509450371263,0.04652184549937439,-0.04911658421184877,-0.0512695650907783,0.012846344905447895,-0.0660678001942713,-0.032441783952903314,-0.06165293496549726,-0.12584492131142724,0.02892297285461414,0.030199556814965677,-0.07312085792736714,0.13500282491686527,0.17680248933121673,0.030999160518565935,0.07424136887022884,-0.012804327483928624,-0.04551384513794884,0.031200641753300104,0.034761367369203204,0.15452424301283066,0.007510381217192297,1.0,0.018051116239627678,-0.05698748019036089,0.036794688164821045,0.07037095487576868,0.10509227534063674,-0.01576924286668516
P025,0.08851380653029693,0.055159954825270835,0.10866970202480537,0.009559837764718212,0.012893427139526998,0.08736459327883032,-0.06705235121625418,0.055188167755488696,-0.051936666621802886,0.0171859870074433,-0.10438706941383197,-0.01255676706140045,0.014921083264564145,0.08607277303695006,0.04821327406654622,-0.017643153739921272,0.04252366236818641,-0.10087902667858997,0.06753789493564774,0.0811362655516831,0.0040599863781559395,0.00493301696789639,-0.055149114351851845,0.018051116239627678,1.0,-0.07727515136704403,-0.07324133678912077,0.026524343473869012,-0.0453068977112807,-0.03523257397554992
P026,-0.04295943889726316,0.015231112055329142,-0.07243307005874278,0.021077698251021338,0.05376331918430065,0.04027883084634341,0.08587119192787351,-0.06530891862468181,0.025131315681037738,0.02830511608934475,0.0772159561890554,-0.0029794570621061085,0.01871263055393292,-0.04801289715915876,-0.032970207824169824,0.06375329778460198,0.07786456116594827,0.03425474907273911,-0.0770215041917166,-0.07327712971472883,0.014082051619296466,-0.05119325028055844,0.043032103928515864,-0.05698748019036089,-0.07727515136704403,1.0,-0.0761303738668836,-0.00962429323335758,-0.028245054945977715,0.046236928982766705
P027,0.06057806456470566,0.007592277297187641,0.0362448116052409,0.006968651260965595,-0.09520600287797086,0.03681801629973697,-0.056134127552015314,-0.06597233491391485,0.04748856219643626,-0.051846977116583204,-0.03485960037625023,0.02623342669865923,-0.002294800975652625,-0.0005827240766257992,0.015521741401816062,-0.003910167847345703,-0.10651592593392617,0.02731593589840531,-0.09030446897135613,0.02736205105550776,0.05911248222799329,0.08339194452499579,0.015191992813849343,0.036794688164821045,-0.07324133678912077,-0.0761303738668836,1.0,-0.032608788300044336,0.04489209350470184,0.014220954941724996
P028,0.040101144058122276,-0.03601399329030122,0.022316492701969757,0.04123137064002701,0.016885139445656592,0.02657327765470936,-0.06376098471505441,-0.02409371945052613,-0.014893786494027617,-0.10449896674171491,-0.04278812011797123,-0.027629897699214357,-0.0634238165758485,0.045299081463411446,0.08098957988414685,-0.04140611104080992,0.01131383797323794,0.017144435044480037,0.0991193440129856,0.017388080647246163,-0.03982561239898834,0.05314795697450051,0.10306827705423828,0.07037095487576868,0.026524343473869012,-0.00962429323335758,-0.032608788300044336,1.0,-0.034359688546739306,-0.025659451421362115
P029,0.032640895646816964,-0.017708024025086547,0.014599067450870123,-0.08172476991029873,-0.05100646934615532,-0.022341341750171526,0.045978189597877,-0.028364058730093594,0.0087512260185584,0.03485638334421934,0.002756218150802402,-0.027389851865691345,-0.05767936548930515,-0.029849658334296023,0.04468095322640362,0.08099143921242681,0.00011898754217451362,-0.05899524589611092,-0.058235828922764785,-0.01387003371206253,0.01721322238560141,-0.05870639043504267,0.042599740574803355,0.10509227534063674,-0.0453068977112807,-0.028245054945977715,0.04489209350470184,-0.034359688546739306,1.0,0.021086168680529493
P030,-0.029003612266054017,-0.052557967781496996,-0.07482189624925702,-0.03491653265709031,-0.031764357072048915,0.00483446066167116,0.07469472937975681,-0.0221313120688069,-0.024141428784709304,0.040527088923180514,0.06921892424547915,-0.02161632570816843,-0.04882817097334202,-0.07818525490965969,-0.061993883085934565,-0.002914933419457981,-0.027628748652874475,0.09988292545663496,-0.0324608202379633,0.024440862890365834,0.024194730428721684,-0.01616535342574518,-0.03463918950218657,-0.01576924286668516,-0.03523257397554992,0.046236928982766705,0.014220954941724996,-0.025659451421362115,0.021086168680529493,1.0
