customer_id,strategy_date
C003550,2026-04-15
C006542,2026-04-15
C004072,2026-04-15
C006058,2026-04-15
C003495,2026-04-15
C003684,2026-04-15
C003609,2026-04-15
C007106,2026-04-15
C000408,2026-04-15
C001018,2026-04-15
C002113,2026-04-15
C002245,2026-04-15
C003833,2026-04-15
C001134,2026-04-15
C004226,2026-04-15
C000354,2026-04-15
C000868,2026-04-15
C002712,2026-04-15
C006235,2026-04-15
C003204,2026-04-15
C007813,2026-04-15
C004137,2026-04-15
C003641,2026-04-15
C002843,2026-04-15
C007923,2026-04-15
C006243,2026-04-15
C003214,2026-04-15
C003891,2026-04-15
C002826,2026-04-15
C002805,2026-04-15
C003871,2026-04-15
C000936,2026-04-15
C001419,2026-04-15
C002954,2026-04-15
C007228,2026-04-15
C007573,2026-04-15
C001452,2026-04-15
C003680,2026-04-15
C007565,2026-04-15
C000724,2026-04-15
C005339,2026-04-15
C007533,2026-04-15
C004373,2026-04-15
C006988,2026-04-15
C002382,2026-04-15
C001783,2026-04-15
C004032,2026-04-15
C002358,2026-04-15
C003755,2026-04-15
C001776,2026-04-15
C007412,2026-04-15
C000592,2026-04-15
C002028,2026-04-15
C003489,2026-04-15
C000556,2026-04-15
C006372,2026-04-15
C007575,2026-04-15
C003435,2026-04-15
C001680,2026-04-15
C006844,2026-04-15
C005816,2026-04-15
C006295,2026-04-15
C005668,2026-04-15
C007214,2026-04-15
C004766,2026-04-15
C007608,2026-04-15
C005494,2026-04-15
C006814,2026-04-15
C000945,2026-04-15
C000180,2026-04-15
C007003,2026-04-15
C007071,2026-04-15
C002054,2026-04-15
C002769,2026-04-15
C001897,2026-04-15
C003971,2026-04-15
C003865,2026-04-15
C000276,2026-04-15
C005964,2026-04-15
C003066,2026-04-15
C006391,2026-04-15
C001542,2026-04-15
C005823,2026-04-15
C000127,2026-04-15
C007404,2026-04-15
C000164,2026-04-15
C007509,2026-04-15
C000336,2026-04-15
C004909,2026-04-15
C004906,2026-04-15
C006354,2026-04-15
C007692,2026-04-15
C002120,2026-04-15
C004456,2026-04-15
C004871,2026-04-15
C000932,2026-04-15
C005300,2026-04-15
C003070,2026-04-15
C005359,2026-04-15
C000999,2026-04-15
C004840,2026-04-15
C005477,2026-04-15
C003715,2026-04-15
C005667,2026-04-15
C005516,2026-04-15
C002738,2026-04-15
C005587,2026-04-15
C005867,2026-04-15
C005813,2026-04-15
C007098,2026-04-15
C005719,2026-04-15
C007343,2026-04-15
C003501,2026-04-15
C007116,2026-04-15
C003149,2026-04-15
C006908,2026-04-15
C002441,2026-04-15
C001697,2026-04-15
C007241,2026-04-15
C003100,2026-04-15
C007924,2026-04-15
C005193,2026-04-15
C004217,2026-04-15
C003220,2026-04-15
C001384,2026-04-15
C003289,2026-04-15
C007868,2026-04-15
C003772,2026-04-15
C001387,2026-04-15
C001211,2026-04-15
C006924,2026-04-15
C004119,2026-04-15
C004629,2026-04-15
C001636,2026-04-15
C001611,2026-04-15
C007019,2026-04-15
C003915,2026-04-15
C000806,2026-04-15
C001440,2026-04-15
C007425,2026-04-15
C007702,2026-04-15
C002216,2026-04-15
C003298,2026-04-15
C002683,2026-04-15
C001094,2026-04-15
C005036,2026-04-15
C006355,2026-04-15
C000919,2026-04-15
C001916,2026-04-15
C000689,2026-04-15
C001096,2026-04-15
C006863,2026-04-15
C005217,2026-04-15
C004348,2026-04-15
C003208,2026-04-15
C002793,2026-04-15
C002978,2026-04-15
C003127,2026-04-15
C000541,2026-04-15
C000778,2026-04-15
C000756,2026-04-15
C001741,2026-04-15
C005824,2026-04-15
C007522,2026-04-15
C006619,2026-04-15
C004997,2026-04-15
C000190,2026-04-15
C004295,2026-04-15
C007035,2026-04-15
C003761,2026-04-15
C004960,2026-04-15
C001074,2026-04-15
C006510,2026-04-15
C007150,2026-04-15
C004580,2026-04-15
C001159,2026-04-15
C001720,2026-04-15
C006518,2026-04-15
C006647,2026-04-15
C002736,2026-04-15
C007352,2026-04-15
C005726,2026-04-15
C006583,2026-04-15
C004968,2026-04-15
C007518,2026-04-15
C007121,2026-04-15
C004420,2026-04-15
C001761,2026-04-15
C000067,2026-04-15
C007077,2026-04-15
C007724,2026-04-15
C007023,2026-04-15
C005809,2026-04-15
C001936,2026-04-15
C005507,2026-04-15
C006906,2026-04-15
C001225,2026-04-15
C007125,2026-04-15
C003950,2026-04-15
C001175,2026-04-15
C003038,2026-04-15
C000485,2026-04-15
C002627,2026-04-15
C007215,2026-04-15
C007495,2026-04-15
C002524,2026-04-15
C000238,2026-04-15
C003603,2026-04-15
C001653,2026-04-15
C003730,2026-04-15
C003757,2026-04-15
C005659,2026-04-15
C001641,2026-04-15
C000137,2026-04-15
C005740,2026-04-15
C003311,2026-04-15
C002642,2026-04-15
C004762,2026-04-15
C007921,2026-04-15
C004434,2026-04-15
C007840,2026-04-15
C007148,2026-04-15
C006582,2026-04-15
C000070,2026-04-15
C001733,2026-04-15
C004773,2026-04-15
C004130,2026-04-15
C003820,2026-04-15
C005387,2026-04-15
C003528,2026-04-15
C004235,2026-04-15
C006693,2026-04-15
C007903,2026-04-15
C004966,2026-04-15
C007261,2026-04-15
C000828,2026-04-15
C002958,2026-04-15
C002624,2026-04-15
C004782,2026-04-15
C000053,2026-04-15
C007224,2026-04-15
C003003,2026-04-15
C005933,2026-04-15
C002497,2026-04-15
C000116,2026-04-15
C002976,2026-04-15
C007649,2026-04-15
C002328,2026-04-15
C003982,2026-04-15
C005634,2026-04-15
C005675,2026-04-15
C006489,2026-04-15
C000450,2026-04-15
C007586,2026-04-15
C001158,2026-04-15
C005930,2026-04-15
C005648,2026-04-15
C006834,2026-04-15
C006627,2026-04-15
C007831,2026-04-15
C004165,2026-04-15
C002242,2026-04-15
C007288,2026-04-15
C005410,2026-04-15
C004171,2026-04-15
C002175,2026-04-15
C003075,2026-04-15
C006897,2026-04-15
C000671,2026-04-15
C005852,2026-04-15
C000217,2026-04-15
C005226,2026-04-15
C000859,2026-04-15
C000824,2026-04-15
C001219,2026-04-15
C002145,2026-04-15
C001192,2026-04-15
C004087,2026-04-15
C002773,2026-04-15
C007030,2026-04-15
C005206,2026-04-15
C000464,2026-04-15
C005669,2026-04-15
C006608,2026-04-15
C001755,2026-04-15
C001136,2026-04-15
C007206,2026-04-15
C004604,2026-04-15
C004973,2026-04-15
C001899,2026-04-15
C002779,2026-04-15
C006778,2026-04-15
C005636,2026-04-15
C001299,2026-04-15
C000324,2026-04-15
C004222,2026-04-15
C006310,2026-04-15
C005943,2026-04-15
C000155,2026-04-15
C005990,2026-04-15
C006468,2026-04-15
C001045,2026-04-15
C001683,2026-04-15
C005958,2026-04-15
C005109,2026-04-15
C002695,2026-04-15
C002044,2026-04-15
C005567,2026-04-15
C005976,2026-04-15
C006987,2026-04-15
C007377,2026-04-15
C007204,2026-04-15
C004309,2026-04-15
C000935,2026-04-15
C005583,2026-04-15
C004303,2026-04-15
C007752,2026-04-15
C005980,2026-04-15
C000563,2026-04-15
C002933,2026-04-15
C003710,2026-04-15
C004726,2026-04-15
C006843,2026-04-15
C002631,2026-04-15
C002235,2026-04-15
C003089,2026-04-15
C006601,2026-04-15
C003307,2026-04-15
C005682,2026-04-15
C000978,2026-04-15
C007471,2026-04-15
C003251,2026-04-15
C005607,2026-04-15
C003082,2026-04-15
C004491,2026-04-15
C001218,2026-04-15
C000179,2026-04-15
C005076,2026-04-15
C006562,2026-04-15
C001866,2026-04-15
C006498,2026-04-15
C002063,2026-04-15
C004253,2026-04-15
C001013,2026-04-15
C003395,2026-04-15
C000526,2026-04-15
C005548,2026-04-15
C002362,2026-04-15
C002915,2026-04-15
C006490,2026-04-15
C000776,2026-04-15
C007574,2026-04-15
C005215,2026-04-15
C002223,2026-04-15
C006027,2026-04-15
C000038,2026-04-15
C000618,2026-04-15
C007100,2026-04-15
C005151,2026-04-15
C000829,2026-04-15
C002087,2026-04-15
C006340,2026-04-15
C007876,2026-04-15
C001629,2026-04-15
C001584,2026-04-15
C004615,2026-04-15
C000838,2026-04-15
C001880,2026-04-15
C003159,2026-04-15
C000393,2026-04-15
C006051,2026-04-15
C007051,2026-04-15
C001126,2026-04-15
C003611,2026-04-15
C002296,2026-04-15
C001904,2026-04-15
C005632,2026-04-15
C007179,2026-04-15
C007635,2026-04-15
C007265,2026-04-15
C006881,2026-04-15
C000228,2026-04-15
C005584,2026-04-15
C006254,2026-04-15
C003807,2026-04-15
C004805,2026-04-15
C002248,2026-04-15
C004266,2026-04-15
C001032,2026-04-15
C002662,2026-04-15
C007293,2026-04-15
C007658,2026-04-15
C001249,2026-04-15
C003111,2026-04-15
C002674,2026-04-15
C007856,2026-04-15
C000084,2026-04-15
C004915,2026-04-15
C001059,2026-04-15
C003074,2026-04-15
C002636,2026-04-15
C007549,2026-04-15
C006057,2026-04-15
C003560,2026-04-15
C005190,2026-04-15
C003753,2026-04-15
C006003,2026-04-15
C003361,2026-04-15
C004143,2026-04-15
C007707,2026-04-15
C004880,2026-04-15
C000889,2026-04-15
C000732,2026-04-15
C007698,2026-04-15
C002011,2026-04-15
C006682,2026-04-15
C006104,2026-04-15
C002601,2026-04-15
C001989,2026-04-15
C001939,2026-04-15
C006770,2026-04-15
C003706,2026-04-15
C000600,2026-04-15
C001964,2026-04-15
C000076,2026-04-15
C006723,2026-04-15
C007207,2026-04-15
C003549,2026-04-15
C007708,2026-04-15
C003229,2026-04-15
C005808,2026-04-15
C000469,2026-04-15
C007463,2026-04-15
C002249,2026-04-15
C000013,2026-04-15
C002864,2026-04-15
C002101,2026-04-15
C002059,2026-04-15
C001318,2026-04-15
C003823,2026-04-15
C007846,2026-04-15
C003727,2026-04-15
C006721,2026-04-15
C005757,2026-04-15
C007644,2026-04-15
C001954,2026-04-15
C000677,2026-04-15
C000290,2026-04-15
C001516,2026-04-15
C007020,2026-04-15
C005402,2026-04-15
C005512,2026-04-15
C007526,2026-04-15
C007900,2026-04-15
C006344,2026-04-15
C000997,2026-04-15
C004985,2026-04-15
C002789,2026-04-15
C000685,2026-04-15
C003185,2026-04-15
C004371,2026-04-15
C006945,2026-04-15
C007655,2026-04-15
C000459,2026-04-15
C005643,2026-04-15
C001133,2026-04-15
C001260,2026-04-15
C007501,2026-04-15
C002557,2026-04-15
C004192,2026-04-15
C005795,2026-04-15
C004877,2026-04-15
C003808,2026-04-15
C002099,2026-04-15
C001830,2026-04-15
C003237,2026-04-15
C000100,2026-04-15
C006033,2026-04-15
C003914,2026-04-15
C007679,2026-04-15
C006732,2026-04-15
C000033,2026-04-15
C006860,2026-04-15
C001010,2026-04-15
C005129,2026-04-15
C006247,2026-04-15
C006714,2026-04-15
C007099,2026-04-15
C002797,2026-04-15
C005353,2026-04-15
C003628,2026-04-15
C005310,2026-04-15
C001046,2026-04-15
C003851,2026-04-15
C005324,2026-04-15
C007788,2026-04-15
C003909,2026-04-15
C004239,2026-04-15
C003735,2026-04-15
C007841,2026-04-15
C001370,2026-04-15
C002852,2026-04-15
C006389,2026-04-15
C000634,2026-04-15
C005236,2026-04-15
C002561,2026-04-15
C005608,2026-04-15
C001771,2026-04-15
C006950,2026-04-15
C000433,2026-04-15
C007493,2026-04-15
C000846,2026-04-15
C007161,2026-04-15
C003380,2026-04-15
C006764,2026-04-15
C003013,2026-04-15
C007678,2026-04-15
C003624,2026-04-15
C004673,2026-04-15
C005793,2026-04-15
C006423,2026-04-15
C003655,2026-04-15
C006679,2026-04-15
C006786,2026-04-15
C001269,2026-04-15
C007433,2026-04-15
C003513,2026-04-15
C007088,2026-04-15
C002846,2026-04-15
C003349,2026-04-15
C004006,2026-04-15
C004425,2026-04-15
C000856,2026-04-15
C000895,2026-04-15
C001919,2026-04-15
C001657,2026-04-15
C003084,2026-04-15
C006158,2026-04-15
C004834,2026-04-15
C004255,2026-04-15
C002918,2026-04-15
C001347,2026-04-15
C000964,2026-04-15
C000751,2026-04-15
C000602,2026-04-15
C001622,2026-04-15
C004467,2026-04-15
C006587,2026-04-15
C006777,2026-04-15
C004244,2026-04-15
C003853,2026-04-15
C004567,2026-04-15
C003750,2026-04-15
C003199,2026-04-15
C003252,2026-04-15
C004233,2026-04-15
C000583,2026-04-15
C002476,2026-04-15
C005321,2026-04-15
C003533,2026-04-15
C007264,2026-04-15
C007101,2026-04-15
C007242,2026-04-15
C004509,2026-04-15
C000593,2026-04-15
C002134,2026-04-15
C007563,2026-04-15
C005734,2026-04-15
C006249,2026-04-15
C000643,2026-04-15
C000701,2026-04-15
C007275,2026-04-15
C000506,2026-04-15
C001314,2026-04-15
C006028,2026-04-15
C002990,2026-04-15
C007805,2026-04-15
C002591,2026-04-15
C001165,2026-04-15
C006746,2026-04-15
C001286,2026-04-15
C001276,2026-04-15
C004154,2026-04-15
C003034,2026-04-15
C003939,2026-04-15
C004094,2026-04-15
C005286,2026-04-15
C000604,2026-04-15
C000227,2026-04-15
C005799,2026-04-15
C005915,2026-04-15
C007149,2026-04-15
C006986,2026-04-15
C003567,2026-04-15
C001867,2026-04-15
C000401,2026-04-15
C004511,2026-04-15
C004863,2026-04-15
C004545,2026-04-15
C001461,2026-04-15
C004061,2026-04-15
C006325,2026-04-15
C005149,2026-04-15
C004559,2026-04-15
C007024,2026-04-15
C002781,2026-04-15
C005189,2026-04-15
C001694,2026-04-15
C007190,2026-04-15
C000739,2026-04-15
C004963,2026-04-15
C002424,2026-04-15
C003522,2026-04-15
C003945,2026-04-15
C005876,2026-04-15
C004085,2026-04-15
C004454,2026-04-15
C007540,2026-04-15
C006404,2026-04-15
C004461,2026-04-15
C003371,2026-04-15
C001529,2026-04-15
C000740,2026-04-15
C007552,2026-04-15
C005024,2026-04-15
C004003,2026-04-15
C004922,2026-04-15
C002782,2026-04-15
C003012,2026-04-15
C007914,2026-04-15
C004416,2026-04-15
C002899,2026-04-15
C004100,2026-04-15
C001837,2026-04-15
C004683,2026-04-15
C000797,2026-04-15
C007969,2026-04-15
C000446,2026-04-15
C005728,2026-04-15
C006446,2026-04-15
C000826,2026-04-15
C001264,2026-04-15
C003196,2026-04-15
C004674,2026-04-15
C005314,2026-04-15
C006915,2026-04-15
C003086,2026-04-15
C002020,2026-04-15
C003429,2026-04-15
C003660,2026-04-15
C007703,2026-04-15
C005705,2026-04-15
C004515,2026-04-15
C001823,2026-04-15
C001509,2026-04-15
C006075,2026-04-15
C005425,2026-04-15
C003456,2026-04-15
C006481,2026-04-15
C000771,2026-04-15
C003530,2026-04-15
C004539,2026-04-15
C006492,2026-04-15
C004175,2026-04-15
C004214,2026-04-15
C005489,2026-04-15
C000353,2026-04-15
C000096,2026-04-15
C003656,2026-04-15
C001372,2026-04-15
C002851,2026-04-15
C000489,2026-04-15
C000521,2026-04-15
C001912,2026-04-15
C002432,2026-04-15
C002156,2026-04-15
C001613,2026-04-15
C002202,2026-04-15
C002078,2026-04-15
C004401,2026-04-15
C001488,2026-04-15
C004902,2026-04-15
C005780,2026-04-15
C003347,2026-04-15
C007515,2026-04-15
C000398,2026-04-15
C002025,2026-04-15
C002871,2026-04-15
C006919,2026-04-15
C003068,2026-04-15
C001479,2026-04-15
C007421,2026-04-15
C006992,2026-04-15
C000865,2026-04-15
C003097,2026-04-15
C007438,2026-04-15
C003245,2026-04-15
C002751,2026-04-15
C007767,2026-04-15
C006367,2026-04-15
C007622,2026-04-15
C006494,2026-04-15
C004030,2026-04-15
C001029,2026-04-15
C000637,2026-04-15
C002102,2026-04-15
C005058,2026-04-15
C005902,2026-04-15
C008000,2026-04-15
C005426,2026-04-15
C002995,2026-04-15
C001923,2026-04-15
C007108,2026-04-15
C000286,2026-04-15
C004554,2026-04-15
C004404,2026-04-15
C005774,2026-04-15
C000635,2026-04-15
C007238,2026-04-15
C000852,2026-04-15
C005854,2026-04-15
C004320,2026-04-15
C000415,2026-04-15
C004008,2026-04-15
C003178,2026-04-15
C002682,2026-04-15
C005690,2026-04-15
C006410,2026-04-15
C006763,2026-04-15
C006179,2026-04-15
C000565,2026-04-15
C006948,2026-04-15
C005008,2026-04-15
C007721,2026-04-15
C007045,2026-04-15
C005126,2026-04-15
C001548,2026-04-15
C007176,2026-04-15
C006460,2026-04-15
C003411,2026-04-15
C007311,2026-04-15
C007602,2026-04-15
C001821,2026-04-15
C002577,2026-04-15
C000493,2026-04-15
C000297,2026-04-15
C001449,2026-04-15
C007766,2026-04-15
C006172,2026-04-15
C000287,2026-04-15
C003015,2026-04-15
C002430,2026-04-15
C006849,2026-04-15
C005869,2026-04-15
C000569,2026-04-15
C003995,2026-04-15
C002574,2026-04-15
C000874,2026-04-15
C000615,2026-04-15
C004754,2026-04-15
C004733,2026-04-15
C006923,2026-04-15
C003334,2026-04-15
C004858,2026-04-15
C000122,2026-04-15
C006974,2026-04-15
C003736,2026-04-15
C005670,2026-04-15
C003816,2026-04-15
C003884,2026-04-15
C005662,2026-04-15
C006951,2026-04-15
C005442,2026-04-15
C000794,2026-04-15
C000607,2026-04-15
C006125,2026-04-15
C004893,2026-04-15
C003255,2026-04-15
C005042,2026-04-15
C000199,2026-04-15
C007332,2026-04-15
C003467,2026-04-15
C001744,2026-04-15
C004493,2026-04-15
C006221,2026-04-15
C003887,2026-04-15
C004273,2026-04-15
C004380,2026-04-15
C001835,2026-04-15
C000940,2026-04-15
C004971,2026-04-15
C003699,2026-04-15
C001576,2026-04-15
C004715,2026-04-15
C001704,2026-04-15
C001122,2026-04-15
C001083,2026-04-15
C001736,2026-04-15
C006603,2026-04-15
C003222,2026-04-15
C001563,2026-04-15
C003387,2026-04-15
C001230,2026-04-15
C005922,2026-04-15
C005053,2026-04-15
C000271,2026-04-15
C001735,2026-04-15
C002680,2026-04-15
C005505,2026-04-15
C003286,2026-04-15
C006361,2026-04-15
C001040,2026-04-15
C002449,2026-04-15
C003824,2026-04-15
C006836,2026-04-15
C005264,2026-04-15
C007484,2026-04-15
C003118,2026-04-15
C004772,2026-04-15
C006238,2026-04-15
C002366,2026-04-15
C004487,2026-04-15
C004026,2026-04-15
C003061,2026-04-15
C001905,2026-04-15
C006258,2026-04-15
C002139,2026-04-15
C005746,2026-04-15
C007158,2026-04-15
C000495,2026-04-15
C002891,2026-04-15
C005400,2026-04-15
C000012,2026-04-15
C002119,2026-04-15
C000381,2026-04-15
C006715,2026-04-15
C000307,2026-04-15
C004712,2026-04-15
C007104,2026-04-15
C005590,2026-04-15
C002183,2026-04-15
C006873,2026-04-15
C001478,2026-04-15
C002947,2026-04-15
C001885,2026-04-15
C005157,2026-04-15
C002560,2026-04-15
C000185,2026-04-15
C001699,2026-04-15
C006688,2026-04-15
C000814,2026-04-15
C002088,2026-04-15
C005983,2026-04-15
C001675,2026-04-15
C000026,2026-04-15
C005083,2026-04-15
C002177,2026-04-15
C006301,2026-04-15
C002486,2026-04-15
C006129,2026-04-15
C005630,2026-04-15
C002600,2026-04-15
C004710,2026-04-15
C006232,2026-04-15
C004366,2026-04-15
C000014,2026-04-15
C007008,2026-04-15
C003585,2026-04-15
C006661,2026-04-15
C001177,2026-04-15
C007442,2026-04-15
C005967,2026-04-15
C003774,2026-04-15
C003568,2026-04-15
C001019,2026-04-15
C000444,2026-04-15
C007889,2026-04-15
C007775,2026-04-15
C001421,2026-04-15
C001375,2026-04-15
C004664,2026-04-15
C000925,2026-04-15
C005081,2026-04-15
C007726,2026-04-15
C006620,2026-04-15
C003876,2026-04-15
C007965,2026-04-15
C007673,2026-04-15
C002254,2026-04-15
C004746,2026-04-15
C001737,2026-04-15
C004543,2026-04-15
C004092,2026-04-15
C003073,2026-04-15
C000844,2026-04-15
C006622,2026-04-15
C001926,2026-04-15
C000788,2026-04-15
C003576,2026-04-15
C001498,2026-04-15
C000144,2026-04-15
C006662,2026-04-15
C000235,2026-04-15
C004692,2026-04-15
